participant,time,motion.clause,motion.verb,path,ground,constr.type
128,3,un perro corre a la señor Bean,correr,a,la se√±or Bean,motion_path_ground
128,3,y señor Bean corre en la taquilla ,correr,en,la taquilla,motion_path_ground
128,3,y señor Bean entra a la taquilla,entrar,a,la taquilla,motion_path_ground
128,3,un perro corre a señor Bean,correr,a,se√±or Bean,motion_path_ground
128,3,y señor Bean entra a la taquilla,entrar,a,la taquilla,motion_path_ground
128,3,y entra en el laboratorio,entrar,en,el laboratorio,motion_path_ground
128,3,y entra en laboratorio,entrar,en,laboratorio,motion_path_ground
128,3,señor Bean corre a la gallina,correr,a,la gallina,motion_path_ground
129,3,y está moviendo por el piso ,mover,por,el piso,motion_path_ground
129,3,y por eso entró en el cuarto,entrar,en,el cuarto,motion_path_ground
129,3,&um además está &um saltando en la silla,saltar,en,la silla,motion_path_ground
129,3,&um señor Bean está &um corriendo por la carretera,correr,por,la carretera,motion_path_ground
129,3,&um señor Bean &um &um está &um corriendo de un perro,correr,de,un perro,motion_path_ground
129,3,que &um están &um caminando por esta parque,caminar,por,esta parque,motion_path_ground
129,3,&um señor Bean está entrando &um en la peluquería,entrar,en,la peluquer√≠a,motion_path_ground
129,3,y está saltando en la cama,saltar,en,la cama,motion_path_ground
130,3,&um además está &um saltando en la silla,saltar,en,la silla,motion_path_ground
130,3,&um Mr Bean corre en la carretera,correr,en,la carretera,motion_path_ground
130,3,&um o Mr Bean sale &um el coche amarillo,salir,,el coche,motion_ground
130,3,&um Mr Bean corre a una taquilla,correr,a,una taquilla,motion_path_ground
130,3,&um cuando Mr Bean se siente [: se sienta] [*] en la silla,sentar,en,la silla,motion_path_ground
130,3,&um el dentista cae en el piso,caer,en,el piso,motion_path_ground
130,3,&um Mr Bean &um camina entre un laboratorio de química,caminar,entre,un laboratorio,motion_path_ground
130,3,&um Mr Bean sale un fotomatón,salir,,un fotomat√≥n,motion_ground
130,3,&um pero ahora sale el fotomatón,salir,,un fotomat√≥n,motion_ground
130,3,&um Mr Bean corre entre muchas personas,correr,entre,muchas personas,motion_path_ground
130,3,&um Mr Bean caminó entre [//] en un peluquería,caminar,en,un peluquer√≠a,motion_path_ground
130,3,&um Mr Bean salta encima de un [//] una cama,saltar,encima de,una cama,motion_path_ground
130,3,Mr Bean <se sient(a)> [//] se siente [: se sienta] [*] en una silla,sentar,en,una silla,motion_path_ground
130,3,&um Mr Bean salta en la silla,saltar,en,la silla,motion_path_ground
132,3,&um Mr Bean sale de su coche,salir,de,su coche,motion_path_ground
132,3,y Mr Bean &um entra una taquilla ,entrar,,una taquilla,motion_ground
132,3,para esconder del perro,esconder,del,perro,motion_path_ground
132,3,el dentista &um se cae,caer,,,motion
132,3,una m√°quina se cae &um encima del dentista,caer,encima del,dentista,motion_path_ground
132,3,y Mr Bean entra por la puerta,entrar,por,la puerta,motion_path_ground
132,3,&um Mr Bean sube las escaleras,subir,,las escaleras,motion_ground
132,3,&um Mr Bean sale del fotomatón,salir,del,fotomat√≥n,motion_path_ground
132,3,&um Mr Bean entra por la puerta abierta en &um +..,entrar,por,la puerta,motion_path_ground
132,3,entra en una peluquería,entrar,en,una peluquer√≠a,motion_path_ground
132,3,&um Mr Bean salta por la cama &um,saltar,por,la cama,motion_path_ground
132,3,salta <por la cama> [//] encima de la cama,saltar,encima de,la cama,motion_path_ground
135,3,&um Mr Bean está saltando &um en una silla,saltar,en,una silla,motion_path_ground
135,3,y <se salido de> [//] &um &um se [/] se sale de [//] del coche,salir,del,coche,motion_path_ground
135,3,pero Mr Bean se entra una taquilla para (1)evitar el perro,entrar,,una taquilla,motion_ground
135,3,que no puede escapar,escapar,,,motion
135,3,el billete está (1)volando por el aire,volar,por,el aire,motion_path_ground
135,3,la dentista de Mr Bean se cae &um en [/] <en piso> [/] en piso,caer,en,piso,motion_path_ground
135,3,Mr Bean se entra un laboratorio de química,entrar,,un laboratorio,motion_ground
135,3,Mr Bean está subiendo las escaleras de [//] &um sobre una piscina,subir,,las escaleras,motion_ground
135,3,Mr Bean se sale del foto(matón) [/] fotomatón,salir,del,fotomat√≥n,motion_path_ground
135,3,Mr Bean se entra en <una peluquería> [/] una peluquería,entrar,en,una peluquer√≠a,motion_path_ground
135,3,Mr Bean está saltando sobre la cama en su habitaci√≥n,saltar,sobre,la cama,motion_path_ground
135,3,Mr Bean está saltando sobre la silla,saltar,sobre,la silla,motion_path_ground
135,3,Mr Bean está corriendo por una carretera,correr,por,una carretera,motion_path_ground
135,3,&um un perro está corriendo hacia Mr Bean,correr,hacia,Mr Bean,motion_path_ground
135,3,Mr Bean está corriendo lado al lado ,correr,lado al lado,,motion_path
135,3,Mr Bean está caminando en el andén,caminar,en,el and√©n,motion_path_ground
136,3,Mr Bean está corriendo &um para o hacia una gallina,correr,hacia,una gallina,motion_path_ground
136,3,señor Bean corre a la taquilla con su perro,correr,a,la taquilla,motion_path_ground
136,3,<señor Bean> [/] señor Bean camina,caminar,,,motion
136,3,señor Bean camina # camina en el andén [/] andén,caminar,en,el and√©n,motion_path_ground
136,3,señor Bean corre [/] &um corre de un billete,correr,de,un billete,motion_path_ground
136,3,y señor Bean corre para el billete,correr,para,el billete,motion_path_ground
136,3,se√±or Bean llega el fotomatón,llegar,,el fotomat√≥n,motion_ground
136,3,señor Bean corre para una gallina,correr,para,una gallina,motion_path_ground
136,3,y (1)va entre la tienda,ir,entre,la tienda,motion_path_ground
137,3,señor Bean corre en la carretera,correr,en,la carretera,motion_path_ground
137,3,que señor Bean salga a taquilla,salir,a,taquilla,motion_path_ground
137,3,señor Bean camina para el puesto rojo y por el andén ,caminar,para,el puesto,motion_path_ground
137,3,y camina en el laboratorio ,caminar,en,el laboratorio,motion_path_ground
137,3,señor Bean escala las escalaras [: escaleras] [*] para <el piso> [/] el piso encima de agua # arriba de agua ,escalar,, las escalaras [: escaleras] [*],motion_ground
137,3,se√±or Bean sale el fotomatón ,salir,,el fotomat√≥n,motion_ground
137,3,en este clip señor Bean está corriendo para la gallina,correr,para,la gallina,motion_path_ground
137,3,señor Bean camina en un salón,caminar,en,un sal√≥n,motion_path_ground
137,3,camin(a) [//] caminiendo [: caminando] [*] para la coche en un pie,caminar,para,la coche,motion_path_ground
137,3,y señor Bean está corriendo para el billete,correr,para,el billete,motion_path_ground
137,3,señor Bean está saltando en su cama,saltar,en,su cama,motion_path_ground
138,3,<Mr Bean> [/] Mr Bean corre en la carretera,correr,en,la carretera,motion_path_ground
138,3,se sale de la coche,salir,de,la coche,motion_path_ground
138,3,entra en el laboratorio ,entrar,en,el laboratorio,motion_path_ground
138,3,camina en la peluquería,caminar,en,la peluquer√≠a,motion_path_ground
138,3,está correr del perro,correr,del,perro,motion_path_ground
140,3,está [/] está escalando las escaleras,escalar,,las escaleras,motion_ground
140,3,Mr Bean &um sale su coche,salir,,su coche,motion_ground
141,3,y él entra a la peculería [: peluquería] [*],entrar,a,la peculer√≠a [: peluquer√≠a] [*],motion_path_ground
141,3,y &um él corre,correr,,,motion
141,3,pero Mr Bean &um sale el coche &um para &um hacer &um algo &um,salir,,el coche,motion_ground
141,3,&um Mr Bean corre en [//] &um al parque con un perro ,correr,al,parque,motion_path_ground
141,3,Mr Bean &um camina,caminar,,,motion
141,3,y entonces él entra la clase ,entrar,,la clase,motion_ground
141,3,y él corre &um cerca de muchas personas,correr,cerca de,muchas personas,motion_path_ground
141,3,y entra la peluquería &um para corta su pelo,entrar,,la peluquer√≠a,motion_ground
141,3,Mr Bean &um brinca en la cama,brincar,en,la cama,motion_path_ground
142,3,porque él brinca en la cama,brincar,en,la cama,motion_path_ground
142,3,Mr Bean cama [: camina] [*] en carretera,caminar,en,carretera,motion_path_ground
142,3,entonces Mr Bean (1)va al fotomatón,ir,al,fotomt√≥n,motion_path_ground
142,3,&um Mr Bean &um (1)va a la peluquería,ir,a,la peluquer√≠a,motion_path_ground
143,3,Mr Bean &um sienta en la silla en [/] en la dormi(torio) con [^ eng: TV],sentar,en,la silla,motion_path_ground
143,3,Mr Bean se salió de su carro,salir,de,su carro,motion_path_ground
143,3,la nota está (1)volando en el (2)viento,volar,en,el viento,motion_path_ground
143,3,Mr Bean monta las escaleras,montar,,las escaleras,motion_ground
143,3,y entonces &um entrar la piscina,entrar,,la piscina,motion_ground
143,3,Mr Bean está corriendo en una carretera,correr,en,una carretera,motion_path_ground
143,3,Mr Bean está corriendo,correr,,,motion
143,3,está escondiendo en una taquilla,esconder,en,una taquilla,motion_path_ground
143,3,está corriendo &um por el centro de la ciudad,correr,por,el centro de la ciudad,motion_path_ground
145,3,aunque Mr Bean está corriendo,correr,,,motion
145,3,él se cae en el piso,caer,en,el piso,motion_path_ground
147,3,Mr Bean se escapa,escapar,,,motion
147,3,&um sale la [//] el coche,salir,,el coche,motion_ground
147,3,&um Mr Bean camina &um &um en el andén ,caminar,en,el and√©n,motion_path_ground
147,3,él entra en la peluquería,entrar,en,la peluquer√≠a,motion_path_ground
148,3,&um señor Bean camina sobre &um la carretera,caminar,sobre,la carretera,motion_path_ground
148,3,señor Bean &um sale su coche,salir,,su coche,motion_ground
148,3,&um señor Bean sale la fotomatón,salir,,la fotomat√≥n,motion_ground
148,3,&um señor Bean &um corre a la gallina,correr,a,la gallina,motion_path_ground
149,3,sí solamente Mr Bean sale su coche,salir,,su coche,motion_ground
149,3,él sale el fotomatón,salir,,el fotomat√≥n,motion_ground
151,3,Mr Bean corre &um <en un> [//] en una carretera,correr,en,una carretera,motion_path_ground
151,3,&um Mr Bean corre de prisa en una carretera,correr,en,una carretera,motion_path_ground
151,3,Mr Bean sale de un coche (1)verde,salir,de,un coche,motion_path_ground
151,3,y se cayó al piso,caer,al,piso,motion_path_ground
151,3,Mr Bean sale de un fotomatón ,salir,de,un fotomat√≥n,motion_path_ground
151,3,entonces entra un peluquería,entrar,,un peluquer√≠a,motion_ground
151,3,Mr Bean brinca en su silla,brincar,en,su silla,motion_path_ground
153,3,señor Bean camina sobre el carretera,caminar,sobre,el carretera,motion_path_ground
153,3,señor Bean sale del coche &um,salir,del,coche,motion_path_ground
153,3,la dentista se cayó sobre el piso,caer,sobre,el piso,motion_path_ground
153,3,y el aparato se cayó sobre la dentista,caer,sobre,la dentista,motion_path_ground
153,3,señor Bean sube las escaleras para la piscina,subir,,las escaleras,motion_ground
153,3,el gallina se escapa de señor Bean,escapar,de,se√±or Bean,motion_path_ground
153,3,señor Bean baila sobre la silla ,bailar,sobre,la silla,motion_path_ground
154,3,señor Bean <se escapa> [//] se está escapado [: escapando] [*] del perro,escapar,del,perro,motion_path_ground
154,3,&um Mr Bean está caminando por el calle,caminar,por,el calle,motion_path_ground
154,3,y está brincando,brincar,,,motion
155,3,ero señor Bean sale del coche,salir,del,cocje,motion_path_ground
155,3,señor Bean sale del fotomatón,salir,del,fotomat√≥n,motion_path_ground
155,3,y entra a la peluquería,entrar,a,la peluquer√≠a,motion_path_ground
155,3,y señor Bean está andando,andar,,,motion
155,3,señor Bean &um está caminando,caminar,,,motion
155,3,y está saltando en la cama,saltar,en,la cama,motion_path_ground
156,3,la gallina escapó,escapar,,,motion
157,3,en este (1)video Mr Bean corre a la carretera ,correr,a,la carretera,motion_path_ground
157,3,&um en este (1)video Mr Bean &um (2)va a la carretera &um después un carro &um,ir,a,la carretera,motion_path_ground
157,3,&um en este (1)video Mr Bean camina en el andén,caminar,en,el and√©n,motion_path_ground
157,3,&um Mr Bean corre a la &um billete,correr,a,la billete,motion_path_ground
157,3,Mr Bean &um corre a la billete,correr,a,la billete,motion_path_ground
157,3,en este (1)video Mr Bean camina en un laboratorio &um de química,caminar,en,un laboratorio,motion_path_ground
157,3,&um Mr Bean camina &um en el laboratorio de química,caminar,en,el laboratorio,motion_path_ground
157,3,&um en este (1)video Mr Bean &um (2)va a las escaleras &um probablemente,ir,a,las escaleras,motion_path_ground
157,3,pero (1)va en la piscina,ir,en,la piscina,motion_path_ground
157,3,&um y el niño (1)va &um a la piscina ,ir,a,la piscina,motion_path_ground
157,3,en este (1)video Mr Bean &um camine de un fotomat√≥n,caminar,de,un fotomat√≥n,motion_path_ground
157,3,en esta (1)video Mr Bean corre de una gallina,correr,de,una gallina,motion_path_ground
157,3,y Mr Bean corre de una gallina,correr,de,una gallina,motion_path_ground
157,3,en este (1)video Mr Bean camine en una peluqueria,caminar,en,una peluquer√≠a,motion_path_ground
157,3,que Mr Bean corrienda [: corriendo] [*] [/] corrienda [: corriendo] [*] en la carretera,correr,en,la carretera,motion_path_ground
120,4,&um señor Bean &um corre en el parque y &um busca para una cosa en el parque,correr,en,el parque,motion_path_ground
120,4,&um Mr Bean &um corre &um cerca del [//] de la manta ,correr,cerca de,la manta,motion_path_ground
120,4,&um Mr Bean corre de <un (1)oveja> [//] una (2)oveja,correr,de,un oveja,motion_path_ground
120,4,&um el hombre &um cae al [/] al suelo &um y &um tiene duele,caer,al,suelo,motion_path_ground
120,4,&um Mr Bean trepa las escaleras ,trepar,,las escaleras,motion_ground
120,4,&um Mr Bean corre al edificio ,correr,al,edificio,motion_path_ground
120,4,&um Mr Bean &um salta &um arriba de un libro &um ,saltar,arriba de,un libro,motion_path_ground
121,4,&um se√±or Bean corre en el parque,correr,en,el parque,motion_path_ground
121,4,&um se√±or Bean sale el coche y cerra [: cierra] [*] la puerta,salir,,el coche,motion_ground
121,4,&um se√±or Bean está &um saltando en la calle con un [//] uno pie # √©l [/] √©l salió su zapato en el coche,saltar,en,la calle,motion_path_ground
121,4,&um se√±or Bean camina en el medio del calle,caminar,en ,el medio del calle,motion_path_ground
121,4,&um un hombre se cayó a el suelo,caer,a,el suelo,motion_path_ground
121,4,&um se√±or Bean corre en las escaleras,correr,en,las escaleras,motion_path_ground
121,4,&um se√±or Bean salta en el libro,saltar,en,el libro,motion_path_ground
124,4,el señor Bean corre en la calle del [//] de la parque,correr,en,la calle,motion_path_ground
124,4,el sombrero (1)vuela en el cielo,volar,en,el cielo,motion_path_ground
125,4,Mr Bean sube las escaleras con una maleta,subir,,las escaleras,motion_ground
126,4,Mr Bean sale de su coche &um,salir,de,su coche,motion_path_ground
126,4,&um está corriendo cerca de la manta,correr,cerca de,la manta,motion_path_ground
126,4,um Mr Bean está corriendo en un parque,correr,en,un parque,motion_path_ground
126,4,&um # está corriendo,correr,,,motion
127,4,&um él corre en la parque,correr,en,la parque,motion_path_ground
127,4,&um señor Bean corre en la calle,correr,en,la calle,motion_path_ground
127,4,y entre [: entra] [*] en una sala,entrar,en,una sala,motion_path_ground
127,4,y entra en la sala,entrar,en,la sala,motion_path_ground
127,4,y él corre y corre &um a la manta,correr,a,la manta,motion_path_ground
127,4,señor Bean corre,correr,,,motion
127,4,señor Bean corre,correr,,,motion
127,4,y entre [: entra] [*] en el edificio,entrar,en,el edificio,motion_path_ground
128,4,señor Bean corre en el parque,correr,en,el parque,motion_path_ground
128,4,señor Bean entra a la sala,entrar,a,la sala,motion_path_ground
128,4,señor Bean corre cerca de la manta,correr,cerca de,la manta,motion_path_ground
128,4,señor Bean entra a la habitación,entrar,a,la habitaci√≥n,motion_path_ground
128,4,señor Bean corre a las escaleras,correr,a,las escaleras,motion_path_ground
128,4,no señor Bean corre de el perro,correr,de,el perro,motion_path_ground
128,4,y el perro corre a señor Bean,correr,a,se√±or Bean,motion_path_ground
128,4,señor Bean corre del perro,correr,del,perro,motion_path_ground
130,4,Mr Bean corre en el parque,correr,en,el parque,motion_path_ground
130,4,Mr Bean sale el coche ,salir,,el coche,motion_ground
130,4,Mr Bean corre en calle,correr,en,calle,motion_path_ground
130,4,&um Mr Bean pasea entre los coches,pasear,entre,los coches,motion_path_ground
130,4,&um el sombrero cae en cielo,caer,en,cielo,motion_path_ground
130,4,el hombre &um cae en suelo ahora,caer,en,suelo,motion_path_ground
130,4,y entre [: entra] [*] un habitación,entrar,,un habitaci√≥n,motion_ground
130,4,Mr Bean escala la escaleras,escalar,,la escaleras,motion_ground
130,4,y &um Mr Bean sale el buzón,salir,,el buz√≥n,motion_ground
130,4,Mr Bean corre en un edificio,correr,en,un edificio,motion_path_ground
130,4,Mr Bean salta encima del libro,saltar,encima del,libro,motion_path_ground
132,4,&um Mr Bean corre por el parque &um <en una> [//] en un calle o +‚Ä¶,correr,por,el parque,motion_path_ground
132,4,&um Mr Bean entra por la puerta en una sala,entrar,por,la puerta,motion_path_ground
132,4,&um el sombrero &um (1)vuela en el cielo ,volar,en,el cielo,motion_path_ground
132,4,&um Mr Bean entra por la puerta en &um una habitación,entrar,por,la puerta,motion_path_ground
132,4,&um Mr Bean sube las escaleras &um con una maleta en su mano,subir,,las escaleras,motion_ground
132,4,y Mr Bean &um corre,correr,,,motion
132,4,y Mr Bean corre hacia un edificio,correr,hacia ,un edificio,motion_path_ground
132,4,&um está [/] está saltando &um en un libro,saltar,en,un libro,motion_path_ground
135,4,y &um está corriendo por la calle cerca de mucha gente,correr,por,la calle,motion_path_ground
135,4,Mr Bean entra la sala,entrar,,la sala,motion_ground
135,4,&um él entra por la puerta,entrar,por,la puerta,motion_path_ground
135,4,y Mr Bean está corriendo &um cerca de la manta &um en círculos,correr,cerca de,la manta,motion_path_ground
135,4,Mr Bean camina por la calle entre &um <muchos carros> [/] muchos coches,caminar,por,la calle,motion_path_ground
135,4,&um y Mr Bean camina hacia un arco,caminar,hacia ,un arco,motion_path_ground
135,4,&um el sombrero de Mr Bean está (1)volando &um por el cielo,volar,por,el cielo,motion_path_ground
135,4,Mr Bean entra &um dentro de su habitación ,entrar,denro,de su habitaci√≥n,motion_path_ground
135,4,y &um Mr Bean sube las escal(eras) [/] escaleras ,subir,,las escaleras,motion_ground
135,4,Mr Bean sale de un buzón,salir,de,un buz√≥n,motion_path_ground
135,4,y Mr Bean entra &um por la puerta de [//] &um del edificio,entrar,por,la puerta,motion_path_ground
135,4,y está salt(ando) [/] saltando &um sobre el libro,saltar,sobre,el libro,motion_path_ground
135,4,Mr Bean está corriendo por el parque,correr,por,el parque,motion_path_ground
135,4,y está corriendo hacia su zapato otro,correr,hacia ,un zapato,motion_path_ground
136,4,y el perro está corriendo &um hacia Mr Bean,correr,hacia ,Mr Bean,motion_path_ground
136,4,&um señor Bean &um corre por el parque,correr,por,el parque,motion_path_ground
136,4,&um señor Bean &um salía [/] salía el coche,salir,,el coche,motion_ground
136,4,señor Bean &um corriá en la calle con un pie,correr,en ,la calle,motion_path_ground
136,4,&um corriá para el coche con el zapato,correr,para,el coche,motion_path_ground
136,4,<y entra> [//] y entró la sala,entrar,,la sala,motion_ground
136,4,se√±or Bean corrió &um al lado la manta en &um +...,correr,al lado,la manta,motion_path_ground
136,4,se√±or Bean camina con su maleta en el medio de la calle al lado muchos coches,caminar,en,el medio de la calle,motion_path_ground
136,4,se√±or Bean corrió &um en las escaleras con una maleta,correr,en,las escaleras,motion_path_ground
136,4,se√±or Bean &um salió un buzón,salir,,un buz√≥n,motion_ground
136,4,<señor Bean> [/] &um señor Bean corrió del perro,correr,del,perro,motion_path_ground
136,4,<el perro> [/] &um el perro corrió para señor Bean,correr,para,se√±or Bean,motion_path_ground
136,4,señor Bean &um salta en un libro,saltar,en,un libro,motion_path_ground
137,4,y señor Bean se (1)levanta,levantar,,,motion
137,4,y sale la coche,salir,,la coche,motion_ground
137,4,y camina para la casa,caminar,para,la casa,motion_path_ground
137,4,y camina por el cuarto,caminar,por,el cuerto,motion_path_ground
137,4,y señor Bean camina por la carretera,caminar,por,la carretera,motion_path_ground
137,4,el perro corre para señor Bean,correr,para,se√±or Bean,motion_path_ground
137,4,así que él corre para un edificio,correr,para,un edificio,motion_path_ground
137,4,señor Bean está corriendo por la parque,correr,por,la parque,motion_path_ground
137,4,señor Bean está caminando por la calle ,caminar,por,la calle,motion_path_ground
137,4,porque está caminando por la calle,caminar,por,la calle,motion_path_ground
140,4,en este corto se√±or Bean está corriendo en un festival,correr,en,un festival,motion_path_ground
140,4,y &um y entra la sala,entrar,,la sala,motion_ground
140,4,y él &um entra un [/] un edificio,entrar,,un edificio,motion_ground
140,4,él corre,correr,,,motion
141,4,y [/] &um y entra &um la sala,entrar,,la sala,motion_ground
141,4,&um en este (1)video &um Mr Bean &um entra a la habitación &um con (2)llave ,entrar,a,la habitaci√≥n,motion_path_ground
141,4,&um en este (1)video Mr Bean &um corre a las escaleras,correr,a,las escaleras,motion_path_ground
141,4,&um en este (1)video Mr Bean &um &um corre &um en el calle,correr,en,el calle,motion_path_ground
142,4,Mr Bean corre en el parque,correr,en,el parque,motion_path_ground
142,4,él llega de coche,llegar,de,coche,motion_path_ground
142,4,Mr Bean &um entra de sala,entrar,de,sala,motion_path_ground
142,4,Mr Bean entra al habitación,entrar,al,habitaci√≥n,motion_path_ground
143,4,en este (1)video Mr Bean sale de su coche,salir,de,su coche,motion_path_ground
143,4,y está corriendo &um acerca de una manta,correr,acerca de,una manta,motion_path_ground
143,4,y después él <se cae al suelo> [//] se cae en el suelo,caer,en,el cielo,motion_path_ground
145,4,entonces corre &um por el parque,correr,por,el parque,motion_path_ground
145,4,<el señor Bean> [/] el señor Bean &um sale de la tienda con zapatos,salir,de,la tienda,motion_path_ground
145,4,y entra la sala para explorar,entrar,,la sala,motion_ground
145,4,y él corre sobre su manta roja y blanca,correr,sobre,su manra,motion_path_ground
145,4,el hombre en el traje negro se cae &um para el suelo,caer,para,el suelo,motion_path_ground
145,4,y entra la sala para explorar ,entrar,,la sala,motion_ground
145,4,√©l se√±or Bean corre para el edificio para estar seco,correr,para,el edificio,motion_path_ground
147,4,&um Mr Bean &um sale su coche &um en <el campo de> [//] &um el campo rural,salir,,su coche,motion_ground
147,4,Mr Bean &um entra en una habitación o cuarto de uno [//] un hotel,entrar,en,una habitaci√≥n,motion_path_ground
147,4,y cae en el suelo,caer,en,el suelo,motion_path_ground
147,4,Mr Bean &um corre [/] corre fuera de [//] del perro,correr,fuera del,perro,motion_path_ground
148,4,&um señor Bean &um &um corre en el parque,correr,en,el parque,motion_path_ground
148,4,y sale <la coche> [//] el coche,salir,,el coche,motion_ground
148,4,señor Bean corre alrededor &um la manta,correr,alrededor,la manta,motion_path_ground
148,4,señor Bean camina en el calle,caminar,en,el calle,motion_path_ground
148,4,el perro corre a señor Bean,correr,a,se√±or Bean,motion_path_ground
148,4,&um señor Bean corre a el edificio,correr,a,el edificio,motion_path_ground
149,4,&um señor Bean salta en un libro en el parque,saltar,en,un libro,motion_path_ground
149,4,&um en este (1)video &um Mr Bean camina a las escaleras,caminar,a,las escaleras,motion_path_ground
149,4,y está saltando a [/] a [/] a la coche,saltar,a,la coche,motion_path_ground
151,4,Mr Bean sale de su coche,salir,de,su coche,motion_path_ground
151,4,Mr Bean entra a una sala ,entrar,a,una sala,motion_path_ground
151,4,Mr Bean corre alrededor de la manta,correr,alrededor de ,la manta,motion_path_ground
153,4,señor Bean se escapa un insecto,escapar,,un insecto,motion_ground
153,4,señor Bean se cayó en el saco,caer,en,el saco,motion_path_ground
153,4,pero él sale el buzón,salir,,el buz√≥n,motion_ground
154,4,y entre [: entrar] [*] la sala,entrar,,la sala,motion_ground
154,4,sombrero está como escalando hasta al cielo,escalar,hasta al,cielo,motion_path_ground
154,4,y inmediatamente cae al suelo,caer,al,suelo,motion_path_ground
154,4,porque se cayó,caer,,,motion
154,4,aquí Mr Bean está escalando las escaleras,escalar,,las escaleras,motion_ground
154,4,cuando sale del buzón,salir,del,buz√≥n,motion_path_ground
154,4,y Mr Bean está corriendo afuera,correr,afuera,,motion_path
154,4,y está corriendo,correr,,,motion
154,4,&um cuando está escalando las escaleras,escalar,,las escaleras,motion_ground
155,4,y está corriendo hasta un edificio,correr,hasta,un edificio,motion_path_ground
155,4,y &um <sale de la coche> [//] &um sale del coche,salir,del,coche,motion_path_ground
155,4,y entro [/] entr√© [//] entra [/] entra la sala,entrar,,la sala,motion_ground
155,4,y entonces entra la habitación,entrar,,la habitaci√≥n,motion_ground
155,4,señor Bean sube las escaleras en este (1)video,subir,,las escaleras,motion_ground
155,4,señor Bean sale de un buzón,salir,de,un buz√≥n,motion_path_ground
155,4,y salí [//] sale del buzón,salir,del,buz√≥n,motion_path_ground
155,4,se√±or Bean entra el edificio,entrar,,el edificio,motion_ground
155,4,y está corriendo,correr,,,motion
156,4,después Mr Bean sale el coche,salir,,el coche,motion_ground
156,4,y &um se cae al suelo,caer,al ,suelo,motion_path_ground
156,4,y entra un edificio &um <con su> [//] con un parte de su traje encima de su cabeza,entrar,,un edificio,motion_ground
156,4,y corre hacia el edificio ,correr,hacia ,el edificio,motion_path_ground
156,4,señor Bean está caminando,caminar,,,motion
157,4,&um esta subiendo las escaleras &um de un xxx,subir,,las escaleras,motion_ground
157,4,&um en este (1)video Mr Bean llega a su coche,llegar,a,su coche,motion_path_ground
157,4,en esta (1)video Mr Bean corre &um al lado de la manta,correr,al lado de,la manta,motion_path_ground
157,4,pero Mr Bean corre [/] &um corre al lado de la manta,correr,al lado de,la manta,motion_path_ground
157,4,y &um camina Mr Bean camina muy cerca de muchas coches,caminar,cerca de,muchas coches,motion_path_ground
157,4,y camina en la calle,caminar,en,la calle,motion_path_ground
157,4,y [/] &um y corre en el andén,correr,en,el and√©n,motion_path_ground
157,4,&um en esta (1)video Mr Bean corre &um en un edificio,correr,en,un edificio,motion_path_ground
157,4,pero Mr Bean &um camine [/] &um camine usando &um solamente un pie,caminar,,,motion
157,4,&um y est√° &um corriendo en la calle &um en un pie,correr,en,la calle,motion_path_ground
157,4,pero &um el perro &um está corriendo con Mr Bean,correr,,,motion
